book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,authors,original_publication_year,title,language_code,average_rating,ratings_count,work_ratings_count,image_url,small_image_url
5498,28695,28695,1570074,26,886777631,Tad Williams,1996.0,"City of Golden Shadow (Otherland, #1)",eng,3.9,19334,20816,https://images.gr-assets.com/books/1329075235m/28695.jpg,https://images.gr-assets.com/books/1329075235s/28695.jpg
5499,140097,140097,3159808,33,425217299,Charlaine Harris,2007.0,"An Ice Cold Grave (Harper Connelly, #3)",eng,3.95,26178,28828,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5500,337058,337058,1379592,52,,Katherine Paterson,1980.0,Jacob Have I Loved,eng,3.64,24920,26710,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5501,7134201,7134201,7397179,63,316089516,"James Patterson, Liza Marklund",2010.0,The Postcard Killers,eng,3.78,18542,21176,https://images.gr-assets.com/books/1344271030m/7134201.jpg,https://images.gr-assets.com/books/1344271030s/7134201.jpg
5502,8230409,8230409,13077709,10,1421536382,"Julietta Suzuki, Tomo Kimura",2008.0,"Kamisama Kiss, Vol. 1",eng,4.38,20569,20727,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5503,23587984,23587984,43191048,15,,Colleen Hoover,2014.0,"Maybe Not (Maybe, #1.5)",en-US,4.14,26102,27105,https://images.gr-assets.com/books/1416381591m/23587984.jpg,https://images.gr-assets.com/books/1416381591s/23587984.jpg
5504,147801,147801,669307,31,689869118,D.J. MacHale,2004.0,"Black Water (Pendragon, #5)",eng,4.16,19634,20300,https://images.gr-assets.com/books/1431981444m/147801.jpg,https://images.gr-assets.com/books/1431981444s/147801.jpg
5505,121648,121648,2207701,193,425093255,Agatha Christie,1942.0,"Five Little Pigs (Hercule Poirot, #24)",eng,3.95,19618,24748,https://images.gr-assets.com/books/1429422068m/121648.jpg,https://images.gr-assets.com/books/1429422068s/121648.jpg
5506,9265453,9265453,14146240,49,345524497,China Miéville,2011.0,Embassytown,eng,3.86,17388,20516,https://images.gr-assets.com/books/1320470326m/9265453.jpg,https://images.gr-assets.com/books/1320470326s/9265453.jpg
5507,15752,15752,1177628,44,553582763,Dean Koontz,2002.0,By the Light of the Moon,,3.84,19276,20189,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5508,3581,3581,6658462,13,553212419,Arthur Conan Doyle,1927.0,"Sherlock Holmes: The Complete Novels and Stories, Volume I",eng,4.45,17950,18082,https://images.gr-assets.com/books/1320490450m/3581.jpg,https://images.gr-assets.com/books/1320490450s/3581.jpg
5509,246225,246225,1121561,15,60809086,Dorothy L. Sayers,1930.0,"Strong Poison (Lord Peter Wimsey, #6)",eng,4.14,18578,20858,https://images.gr-assets.com/books/1486963427m/246225.jpg,https://images.gr-assets.com/books/1486963427s/246225.jpg
5510,77281,77281,105673,8,836220625,Gary Larson,1984.0,The Far Side Gallery,eng,4.42,20022,20119,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5511,13581990,13581990,19167673,30,373210698,Julie Kagawa,2013.0,"The Eternity Cure (Blood of Eden, #2)",eng,4.26,27278,29341,https://images.gr-assets.com/books/1362772965m/13581990.jpg,https://images.gr-assets.com/books/1362772965s/13581990.jpg
5512,238125,238125,3241480,63,425163717,J.D. Robb,1998.0,"Holiday in Death (In Death, #7)",eng,4.31,24511,27473,https://images.gr-assets.com/books/1389932347m/238125.jpg,https://images.gr-assets.com/books/1389932347s/238125.jpg
5513,16090981,16090981,21895518,8,,Tarryn Fisher,2013.0,"Thief (Love Me with Lies, #3)",eng,4.4,28533,28779,https://images.gr-assets.com/books/1361401256m/16090981.jpg,https://images.gr-assets.com/books/1361401256s/16090981.jpg
5514,166562,166562,160844,59,074349282X,Aron Ralston,2004.0,Between a Rock and a Hard Place,en-US,3.82,14350,17038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5515,618177,618177,1805413,55,345379063,David Gemmell,1984.0,"Legend (The Drenai Saga, #1)",en-US,4.25,18260,20520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5516,11737313,11737313,16686499,16,803736703,Sheila Turnage,2012.0,"Three Times Lucky (Tupelo Landing, #1)",eng,4.01,17797,18300,https://images.gr-assets.com/books/1424981822m/11737313.jpg,https://images.gr-assets.com/books/1424981822s/11737313.jpg
5517,23223,23223,1379325,27,330418882,Meg Cabot,2004.0,"Every Boy's Got One (Boy, #3)",en-GB,3.77,19771,21653,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5518,231585,231585,224309,17,451166604,Ann Rule,1987.0,Small Sacrifices: A True Story of Passion and Murder,eng,4.2,17384,18261,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5519,25430584,25430584,45105520,18,385538898,Chris Bohjalian,2016.0,The Guest Room,eng,3.68,14635,18581,https://images.gr-assets.com/books/1432679414m/25430584.jpg,https://images.gr-assets.com/books/1432679414s/25430584.jpg
5520,8044557,8044557,12681527,11,811874559,"Avery Monsen, Jory John",2010.0,All My Friends Are Dead,eng,4.24,19423,20096,https://images.gr-assets.com/books/1330386466m/8044557.jpg,https://images.gr-assets.com/books/1330386466s/8044557.jpg
5521,617526,617526,1632141,42,1405038160,Matthew Reilly,2007.0,"The Six Sacred Stones (Jack West Jr, #2)",eng,4.16,17064,18401,https://images.gr-assets.com/books/1303511210m/617526.jpg,https://images.gr-assets.com/books/1303511210s/617526.jpg
5522,534733,534733,1579865,64,051512317X,Nora Roberts,1998.0,"Rising Tides (Chesapeake Bay Saga, #2)",en-US,4.16,23604,25313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5523,2879,2879,6783,19,1421506130,Tite Kubo,2004.0,"Bleach, Volume 15",eng,4.41,17078,17168,https://images.gr-assets.com/books/1417981626m/2879.jpg,https://images.gr-assets.com/books/1417981626s/2879.jpg
5524,35488,35488,49239,22,60727535,"Johnny Cash, Patrick   Carr",1997.0,Cash,en-US,4.08,15113,15993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5525,115130,115130,1834339,74,6471250,Sidney Sheldon,1976.0,A Stranger In The Mirror,eng,3.61,15606,16639,https://images.gr-assets.com/books/1418330902m/115130.jpg,https://images.gr-assets.com/books/1418330902s/115130.jpg
5526,13067,13067,5912667,38,375821821,Carl Hiaasen,2005.0,Flush,en-US,3.86,20076,21766,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5527,781787,781787,1189079,165,679600213,"Isak Dinesen, Karen Blixen",1937.0,Out of Africa,eng,3.96,21687,24185,https://images.gr-assets.com/books/1178296503m/781787.jpg,https://images.gr-assets.com/books/1178296503s/781787.jpg
5528,57951,57951,814176,55,743281632,Robert Crais,2007.0,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",en-US,4.1,17637,19181,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5529,13530973,13530973,19092611,47,1400067820,Nassim Nicholas Taleb,2012.0,Antifragile: Things That Gain from Disorder,eng,4.04,16184,18506,https://images.gr-assets.com/books/1352422827m/13530973.jpg,https://images.gr-assets.com/books/1352422827s/13530973.jpg
5530,16122163,16122163,21732137,6,62267728,Molly McAdams,2012.0,"From Ashes (From Ashes, #1)",en-GB,4.13,11196,26167,https://images.gr-assets.com/books/1361745082m/16122163.jpg,https://images.gr-assets.com/books/1361745082s/16122163.jpg
5531,13259270,13259270,18360833,13,1451683405,Sam Harris,2012.0,Free Will,eng,3.83,15647,16913,https://images.gr-assets.com/books/1332196118m/13259270.jpg,https://images.gr-assets.com/books/1332196118s/13259270.jpg
5532,24529123,24529123,44129478,26,149262246X,Marieke Nijkamp,2016.0,This Is Where It Ends,eng,3.63,23764,27137,https://images.gr-assets.com/books/1431358364m/24529123.jpg,https://images.gr-assets.com/books/1431358364s/24529123.jpg
5533,793399,793399,779381,30,778324214,Rachel Vincent,2007.0,"Stray (Shifters, #1)",eng,3.79,29063,30462,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5534,2285777,2285777,2291983,30,316018600,Elin Hilderbrand,2008.0,A Summer Affair,,3.66,19033,20406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5535,13262061,13262061,18463625,25,385737432,Rebecca Stead,2012.0,Liar & Spy,eng,3.81,18990,20582,https://images.gr-assets.com/books/1336000458m/13262061.jpg,https://images.gr-assets.com/books/1336000458s/13262061.jpg
5536,7993,7993,1177243,34,142302392,"Brian Jacques, Gary Chalk",1991.0,"Mariel of Redwall (Redwall, #4)",,3.96,21214,22564,https://images.gr-assets.com/books/1299761476m/7993.jpg,https://images.gr-assets.com/books/1299761476s/7993.jpg
5537,5752,5752,9151,36,142003344,Steven Pinker,2002.0,The Blank Slate: The Modern Denial of Human Nature,eng,4.07,15647,16429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5538,866136,866136,851537,40,345496531,Peter F. Hamilton,2007.0,The Dreaming Void,en-US,4.18,16181,18640,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5539,5135798,5135798,3989884,33,545040566,Meg Cabot,2009.0,"Being Nikki (Airhead, #2)",eng,3.87,25531,26565,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5540,104837,104837,717119,635,743482859,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606.0,Antony and Cleopatra,eng,3.67,20594,24111,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5541,303472,303472,1880,15,689839081,Margaret Peterson Haddix,2001.0,"Among the Impostors (Shadow Children, #2)",en-US,4.05,21629,23909,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5542,7775611,7775611,10682093,7,1442413174,Christopher Pike,2010.0,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",en-US,4.14,17343,17534,https://images.gr-assets.com/books/1327900455m/7775611.jpg,https://images.gr-assets.com/books/1327900455s/7775611.jpg
5543,169331,169331,163508,24,743442849,Zane,1998.0,Addicted,eng,4.26,13677,15180,https://images.gr-assets.com/books/1266487564m/169331.jpg,https://images.gr-assets.com/books/1266487564s/169331.jpg
5544,10677277,10677277,15586973,17,765329581,Kristen Simmons,2012.0,"Article 5 (Article 5, #1)",en-US,3.78,23732,24996,https://images.gr-assets.com/books/1306520962m/10677277.jpg,https://images.gr-assets.com/books/1306520962s/10677277.jpg
5545,28212,28212,1080309,29,312241356,"Randy Shilts, William Greider",1987.0,"And the Band Played On: Politics, People, and the AIDS Epidemic",,4.37,16769,17953,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5546,17930773,17930773,25133915,19,,Laurelin Paige,2013.0,"Found in You (Fixed, #2)",eng,4.27,27097,29262,https://images.gr-assets.com/books/1377584166m/17930773.jpg,https://images.gr-assets.com/books/1377584166s/17930773.jpg
5547,1928873,1928873,1931181,37,440244447,Lara Adrian,2008.0,"Midnight Rising (Midnight Breed, #4)",eng,4.23,26597,28662,https://images.gr-assets.com/books/1320404514m/1928873.jpg,https://images.gr-assets.com/books/1320404514s/1928873.jpg
5548,21719,21719,947888,73,60534044,Karin Slaughter,2002.0,"Kisscut (Grant County, #2)",eng,4.12,18833,22250,https://images.gr-assets.com/books/1348096108m/21719.jpg,https://images.gr-assets.com/books/1348096108s/21719.jpg
5549,11266880,11266880,16193779,13,1936365014,"Miranda July, Brigitte Sire",2011.0,It Chooses You,eng,3.88,16044,16375,https://images.gr-assets.com/books/1328693226m/11266880.jpg,https://images.gr-assets.com/books/1328693226s/11266880.jpg
5550,50275,50275,543352,68,747549923,"Hubert Selby Jr., Gilbert Sorrentino",1964.0,Last Exit to Brooklyn,eng,3.94,15491,17573,https://images.gr-assets.com/books/1362815242m/50275.jpg,https://images.gr-assets.com/books/1362815242s/50275.jpg
5551,53969,53969,947074,113,571207766,"Mario Vargas Llosa, Edith Grossman",2000.0,The Feast of the Goat,eng,4.22,10961,17158,https://images.gr-assets.com/books/1439920504m/53969.jpg,https://images.gr-assets.com/books/1439920504s/53969.jpg
5552,318404,318404,2129865,36,439755204,Jordan Sonnenblick,2004.0,"Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",eng,4.25,18551,20877,https://images.gr-assets.com/books/1377989934m/318404.jpg,https://images.gr-assets.com/books/1377989934s/318404.jpg
5553,21412400,21412400,40713322,34,1439172560,Miranda July,2015.0,The First Bad Man,eng,3.58,15560,17298,https://images.gr-assets.com/books/1421037741m/21412400.jpg,https://images.gr-assets.com/books/1421037741s/21412400.jpg
5554,28698,28698,6750840,35,886776066,Tad Williams,1993.0,"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",eng,4.19,18356,19413,https://images.gr-assets.com/books/1309992900m/28698.jpg,https://images.gr-assets.com/books/1309992900s/28698.jpg
5555,17204860,17204860,23682783,26,,Jay Crownover,2013.0,"Jet (Marked Men, #2)",eng,4.09,32332,33587,https://images.gr-assets.com/books/1367338347m/17204860.jpg,https://images.gr-assets.com/books/1367338347s/17204860.jpg
5556,3656,3656,987554,81,1400097029,John Banville,2005.0,The Sea,eng,3.49,16558,18999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5557,18656055,18656055,26470742,39,316405345,"James Patterson, David Ellis",2014.0,Invisible,eng,4.05,14518,18967,https://images.gr-assets.com/books/1403166141m/18656055.jpg,https://images.gr-assets.com/books/1403166141s/18656055.jpg
5558,32434,32434,944284,50,425210758,Dean Koontz,1993.0,Mr. Murder,eng,3.72,19904,20738,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5559,6933876,6933876,7165488,36,316074144,Gail Carriger,2010.0,"Changeless (Parasol Protectorate, #2)",eng,4.0,30703,33464,https://images.gr-assets.com/books/1292566141m/6933876.jpg,https://images.gr-assets.com/books/1292566141s/6933876.jpg
5560,185253,185253,1246811,23,812505182,L.E. Modesitt Jr.,1991.0,The Magic of Recluce (The Saga of Recluce #1),eng,3.84,18879,19809,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5561,71771,71771,2741369,38,451211030,John Jakes,1974.0,"The Bastard (Kent Family Chronicles, #1)",en-GB,4.09,18287,19152,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5562,13330370,13330370,18538006,31,1594745765,Ben H. Winters,2012.0,"The Last Policeman (The Last Policeman, #1)",eng,3.76,14725,18664,https://images.gr-assets.com/books/1344370646m/13330370.jpg,https://images.gr-assets.com/books/1344370646s/13330370.jpg
5563,93269,93269,1650913,55,345487133,George R. Stewart,1949.0,Earth Abides,eng,3.96,17200,19106,https://images.gr-assets.com/books/1320505234m/93269.jpg,https://images.gr-assets.com/books/1320505234s/93269.jpg
5564,136636,136636,294161,55,446608378,"Douglas Preston, Lincoln Child",1999.0,Thunderhead,eng,4.09,19704,20863,https://images.gr-assets.com/books/1344263984m/136636.jpg,https://images.gr-assets.com/books/1344263984s/136636.jpg
5565,8966,8966,1285890,57,316106534,Darren Shan,2002.0,"Allies of the Night (Cirque du Freak, #8)",,4.19,18649,20295,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5566,9637479,9637479,14524855,24,425241505,Thea Harrison,2011.0,"Dragon Bound (Elder Races, #1)",eng,4.13,29920,32622,https://images.gr-assets.com/books/1312822853m/9637479.jpg,https://images.gr-assets.com/books/1312822853s/9637479.jpg
5567,77395,77395,7071165,273,553269216,L.M. Montgomery,1919.0,"Rainbow Valley (Anne of Green Gables, #7)",eng,4.0,27353,29297,https://images.gr-assets.com/books/1403192556m/77395.jpg,https://images.gr-assets.com/books/1403192556s/77395.jpg
5568,10574,10574,856005,57,843955848,Stephen King,2005.0,The Colorado Kid (Hard Case Crime #13),eng,3.28,19406,22522,https://images.gr-assets.com/books/1422099676m/10574.jpg,https://images.gr-assets.com/books/1422099676s/10574.jpg
5569,351064,351064,3275269,9,194232638,"Diane Mowat, W.W. Jacobs",1902.0,The Monkey's Paw (Oxford Bookworms),eng,3.85,18113,18209,https://images.gr-assets.com/books/1297721168m/351064.jpg,https://images.gr-assets.com/books/1297721168s/351064.jpg
5570,6554,6554,2796366,2,553297260,John Saul,1991.0,Darkness,,3.92,17338,17460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5571,260791,260791,252777,27,157683932X,"Jerry Bridges, Foster W. Cline, Jim Fay",1978.0,The Pursuit of Holiness,eng,4.28,14574,14915,https://images.gr-assets.com/books/1372784705m/260791.jpg,https://images.gr-assets.com/books/1372784705s/260791.jpg
5572,674220,674220,541254,36,380811081,Lisa Kleypas,2004.0,"Again the Magic (Wallflowers, #0)",eng,4.05,24978,26425,https://images.gr-assets.com/books/1418771403m/674220.jpg,https://images.gr-assets.com/books/1418771403s/674220.jpg
5573,104219,104219,2758130,25,61093327,Anne Rivers Siddons,1998.0,Low Country,eng,3.96,16364,16586,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5574,7558747,28149981,9871439,33,385737637,Jennifer Donnelly,2010.0,Revolution,eng,4.02,20607,24843,https://images.gr-assets.com/books/1320530843m/7558747.jpg,https://images.gr-assets.com/books/1320530843s/7558747.jpg
5575,60229,60229,1881174,39,345451325,Eric S. Nylund,2001.0,Halo: The Fall of Reach,eng,4.25,14525,16539,https://images.gr-assets.com/books/1436746591m/60229.jpg,https://images.gr-assets.com/books/1436746591s/60229.jpg
5576,13241659,13241659,18441773,15,61957917,Kim Harrison,2013.0,"Ever After (The Hollows, #11)",eng,4.45,22312,26031,https://images.gr-assets.com/books/1345396768m/13241659.jpg,https://images.gr-assets.com/books/1345396768s/13241659.jpg
5577,455764,455764,1468864,25,446324825,Frank De Felitta,1975.0,Audrey Rose,,3.86,17688,17888,https://images.gr-assets.com/books/1344267955m/455764.jpg,https://images.gr-assets.com/books/1344267955s/455764.jpg
5578,28251002,28251002,48287604,34,110194661X,Nathan  Hill,2016.0,The Nix,eng,4.12,20807,25260,https://images.gr-assets.com/books/1474083394m/28251002.jpg,https://images.gr-assets.com/books/1474083394s/28251002.jpg
5579,9436632,9436632,14321219,39,61935107,Sophie Jordan,2011.0,"Vanish (Firelight, #2)",en-US,3.95,25947,27520,https://images.gr-assets.com/books/1327879019m/9436632.jpg,https://images.gr-assets.com/books/1327879019s/9436632.jpg
5580,24494,24494,25344,15,836218523,Bill Watterson,1989.0,The Calvin and Hobbes Lazy Sunday Book,eng,4.66,18641,18840,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5581,48037,48037,47015,397,809510839,J. Sheridan Le Fanu,1872.0,Carmilla,eng,3.83,21582,24992,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5582,47619,47619,805783,31,439436567,Garth Nix,2004.0,"Drowned Wednesday (The Keys to the Kingdom, #3)",en-US,3.85,21267,22243,https://images.gr-assets.com/books/1304528425m/47619.jpg,https://images.gr-assets.com/books/1304528425s/47619.jpg
5583,82434,82434,18042740,45,375829830,Melina Marchetta,2003.0,Saving Francesca,eng,3.97,24398,27392,https://images.gr-assets.com/books/1327865374m/82434.jpg,https://images.gr-assets.com/books/1327865374s/82434.jpg
5584,13345975,13345975,18562276,9,,K.A. Linde,2012.0,"Avoiding Commitment (Avoiding, #1)",eng,3.85,28253,29510,https://images.gr-assets.com/books/1343768792m/13345975.jpg,https://images.gr-assets.com/books/1343768792s/13345975.jpg
5585,13521399,13521399,19082075,37,316224189,"James Patterson, Maxine Paetro",2012.0,"Confessions of a Murder Suspect (Confessions, #1)",eng,3.89,19223,22686,https://images.gr-assets.com/books/1377041438m/13521399.jpg,https://images.gr-assets.com/books/1377041438s/13521399.jpg
5586,156529,156529,1584089,13,1401205011,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005.0,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng,4.21,20974,21255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5587,2017056,2017056,2144298,22,307394956,Chris Bohjalian,2008.0,Skeletons at the Feast,,3.99,18706,20246,https://images.gr-assets.com/books/1320413130m/2017056.jpg,https://images.gr-assets.com/books/1320413130s/2017056.jpg
5588,643962,643962,2638564,57,449221490,Sue Grafton,1994.0,"L is for Lawless (Kinsey Millhone, #12)",,3.91,22383,23757,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5589,69392,69392,2915313,36,440420059,Jerry Spinelli,2003.0,Milkweed,eng,4.0,19461,20592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5590,181601,181601,573440,8,60283262,"Laura Joffe Numeroff, Felicia Bond",2000.0,If You Give a Pig a Party,,4.22,18297,18394,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5591,22326,22326,953941,52,140157727,William Gibson,1993.0,"Virtual Light (Bridge, #1)",eng,3.84,16273,18445,https://images.gr-assets.com/books/1409238094m/22326.jpg,https://images.gr-assets.com/books/1409238094s/22326.jpg
5592,6404621,6404621,6593483,21,61719544,Craig Ferguson,2009.0,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng,3.96,17033,18429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5593,3240483,3240483,3275171,41,1401303382,Michael J. Fox,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,en-US,3.82,17181,18002,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5594,6584134,6584134,6777627,33,61852058,Sarah MacLean,2010.0,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",en-US,4.08,27201,29839,https://images.gr-assets.com/books/1286649993m/6584134.jpg,https://images.gr-assets.com/books/1286649993s/6584134.jpg
5595,12888599,12888599,17212649,47,316185906,Charlotte Rogan,2012.0,The Lifeboat,eng,3.2,18260,20594,https://images.gr-assets.com/books/1344266875m/12888599.jpg,https://images.gr-assets.com/books/1344266875s/12888599.jpg
5596,538845,538845,44995,452,781805503,"Henryk Sienkiewicz, W.S. Kuniczak",1895.0,Quo Vadis,eng,4.13,18466,20371,https://images.gr-assets.com/books/1340709653m/538845.jpg,https://images.gr-assets.com/books/1340709653s/538845.jpg
5597,16068780,16068780,21861160,34,62235796,Amy Ewing,2014.0,"The Jewel (The Lone City, #1)",eng,3.86,21247,25469,https://images.gr-assets.com/books/1392220609m/16068780.jpg,https://images.gr-assets.com/books/1392220609s/16068780.jpg
5598,312043,312043,302958,19,439672449,Chris d'Lacey,2001.0,"The Fire Within (The Last Dragon Chronicles, #1)",eng,3.76,22634,23309,https://images.gr-assets.com/books/1362325249m/312043.jpg,https://images.gr-assets.com/books/1362325249s/312043.jpg
5599,13815,13815,1422630,32,586203818,"Raymond E. Feist, Janny Wurts",1990.0,"Servant of the Empire (The Empire Trilogy, #2)",eng,4.27,20016,21476,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
